"","Asian-Americans","Hispanics","Blacks","Illegal Immigrants","Whites","Dem. Pres. Candidate","GOP Pres. Candidate","Libertarian Pres. Candidate","Green Pres. Candidate","Dem. VP","GOP VP","John Roberts","Pope Francis","Christian Fundamentalists","Feminists","Liberals","Labor Unions","Poor People","Big Business","Conservatives","SCOTUS","Gays & Lesbians","Congress","Rich People","Muslims","Christians","Jews","Tea Party","Police","Transgender People","Scientists","BLM"
"2565",85,85,100,70,70,100,0,30,50,60,0,50,100,40,70,70,70,70,50,0,50,50,15,50,70,85,70,0,40,50,70,70
"2566",60,60,60,25,85,90,0,90,50,90,0,50,80,50,30,85,50,45,35,40,10,75,20,60,85,70,85,50,10,85,50,40
"2567",80,75,70,40,75,90,0,30,15,85,0,30,80,30,75,80,40,70,60,30,60,85,15,60,50,60,100,15,75,70,85,40
"2570",50,80,90,75,90,70,15,50,60,60,50,50,50,50,70,60,85,70,30,50,70,50,30,50,60,60,85,30,40,60,85,70
"2571",85,84,71,40,82,15,61,50,52,61,72,86,86,67,60,37,31,60,85,85,76,50,34,52,42,100,86,60,93,51,97,32
"2572",81,62,69,30,88,2,86,17,30,1,99,91,71,85,16,16,20,85,85,99,62,1,61,80,16,100,99,70,100,1,60,40
"2573",40,50,30,40,60,14,87,50,51,50,83,51,31,59,51,1,41,61,70,100,51,0,41,50,0,100,0,59,60,1,15,16
"2574",50,50,60,50,50,60,50,50,50,50,50,50,60,60,50,50,50,70,50,50,50,0,50,50,50,70,50,50,60,60,40,50
"2577",65,70,80,30,65,40,40,80,50,50,60,60,50,30,65,60,40,70,60,60,50,80,40,60,50,60,60,50,80,60,75,40
"2578",50,50,50,40,50,100,2,1,1,89,0,15,63,16,100,100,85,54,51,42,62,85,0,52,51,59,51,0,70,50,85,100
"2579",50,50,50,50,50,60,59,50,49,49,63,50,84,51,84,73,54,70,70,68,73,57,45,71,57,74,84,48,85,57,85,77
"2581",50,50,50,40,50,30,90,50,50,0,100,80,85,50,0,50,50,100,80,85,65,0,70,85,50,100,100,85,100,0,50,50
"2582",47,21,83,33,42,60,70,50,50,60,50,50,50,15,15,70,0,70,15,15,15,50,15,50,0,70,50,50,85,15,85,0
"2585",50,52,51,50,53,84,0,43,24,41,1,18,58,50,58,58,68,51,46,50,51,87,54,51,93,52,93,64,99,70,100,92
"2587",70,70,70,70,80,85,40,50,15,85,60,80,90,50,80,75,90,75,50,20,100,70,50,50,50,50,50,0,99,50,80,50
"2588",50,50,50,60,50,85,0,50,40,85,15,40,85,30,100,100,30,85,70,15,60,85,30,70,100,70,100,0,85,85,100,70
"2592",85,90,30,13,88,4,70,97,42,0,70,60,45,53,7,15,41,55,49,86,92,55,53,50,55,54,48,52,91,52,83,9
"2593",50,50,50,30,50,50,50,30,15,40,51,41,85,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,85,50,50,1
"2597",70,70,85,30,70,70,0,15,50,70,15,50,60,15,40,70,60,50,30,40,60,85,30,30,50,40,70,0,40,70,85,70
"2600",85,85,85,40,85,100,15,50,50,95,45,85,100,40,90,95,75,85,60,70,100,100,75,90,60,100,100,40,100,100,100,10
"2602",51,52,52,25,52,15,70,51,61,3,85,70,87,85,25,25,2,72,50,83,31,71,87,71,60,95,70,43,98,50,40,2
"2603",45,49,51,49,50,2,85,83,46,40,84,65,83,51,50,51,84,51,51,50,49,50,50,50,50,50,50,50,94,51,50,1
"2604",40,50,100,30,40,100,0,50,30,40,0,15,40,85,50,0,60,85,40,60,50,50,30,0,0,100,0,50,40,60,0,100
"2605",100,100,100,41,99,62,2,25,42,64,22,36,70,48,100,63,100,100,33,41,48,99,56,49,99,100,100,49,69,99,81,95
"2606",85,85,85,71,85,60,0,50,60,50,0,40,100,30,70,70,45,50,40,20,70,85,45,50,70,55,85,15,50,85,85,70
"2608",54,52,55,46,56,61,61,46,54,52,55,51,54,57,53,53,55,54,51,53,57,50,60,54,51,63,52,39,61,46,64,59
"2609",50,50,30,0,85,5,90,0,50,0,100,80,75,50,30,15,60,70,30,60,70,30,30,30,15,85,85,30,85,0,85,0
"2610",50,50,50,15,50,15,85,50,60,30,85,85,60,50,15,30,30,85,70,85,85,100,40,85,70,85,100,60,100,100,70,0
"2611",50,75,50,35,70,7,60,52,52,42,50,52,52,16,61,37,54,48,23,84,51,67,48,34,48,32,48,58,81,49,50,19
"2618",70,70,66,36,70,40,42,7,7,78,10,90,100,48,85,90,80,85,50,75,85,90,47,80,100,100,100,70,100,60,100,0
"2619",85,85,85,85,85,100,0,0,0,60,0,0,100,15,85,100,70,85,30,0,40,85,40,40,85,85,85,0,60,85,85,60
"2621",50,50,50,30,50,70,0,50,50,50,50,50,50,50,70,50,50,50,50,50,50,70,50,40,50,70,50,50,70,70,70,40
"2622",50,50,50,49,50,30,45,40,35,55,45,55,50,70,40,45,40,80,50,55,60,50,50,70,50,90,55,50,60,40,75,50
"2624",75,60,60,40,60,61,53,40,37,32,37,49,77,23,62,30,80,69,83,49,62,60,52,49,60,52,80,41,83,61,67,16
"2626",50,50,50,50,50,100,0,50,50,50,0,60,50,100,85,100,85,100,50,85,85,50,70,85,50,100,85,85,100,50,100,50
"2627",85,85,60,15,100,30,0,50,50,30,15,50,70,30,85,40,50,60,85,60,60,100,50,85,30,60,100,60,85,100,100,15
"2629",70,70,70,70,70,85,0,15,30,100,0,30,100,0,85,100,85,70,15,15,60,100,30,60,60,15,85,0,15,100,100,85
"2630",100,100,100,51,100,70,0,30,50,85,15,50,100,50,70,50,40,70,60,50,50,85,40,50,40,60,70,50,85,70,60,60
"2631",50,70,85,50,74,70,100,50,50,70,85,85,85,0,85,0,50,50,60,100,70,100,70,70,0,100,0,100,60,50,100,0
"2635",80,75,75,60,80,65,10,10,10,90,25,75,100,10,50,85,90,80,20,30,60,60,10,70,70,85,85,20,95,50,95,50
"2636",78,85,85,85,70,0,0,50,50,51,0,51,87,40,70,70,85,85,15,15,50,85,0,30,85,85,85,15,40,85,100,85
"2637",50,50,50,50,50,50,50,50,50,50,60,50,50,50,50,50,50,50,50,50,40,50,50,50,50,50,50,50,50,50,85,50
"2638",70,71,70,21,70,17,72,59,1,61,84,71,83,61,55,38,60,59,60,67,72,61,40,67,46,60,70,58,95,51,79,35
"2642",51,50,50,40,50,40,42,51,50,50,51,51,51,16,51,51,42,51,31,51,50,51,30,50,51,51,51,16,98,50,51,70
"2643",85,70,69,60,50,70,4,40,40,50,76,65,65,85,83,32,68,90,70,62,70,52,69,50,66,96,68,60,15,52,80,100
"2644",84,71,70,72,69,1,30,41,1,30,71,85,15,40,31,16,1,69,70,60,85,71,51,86,41,60,86,70,87,70,99,0
"2645",100,99,100,50,100,61,2,8,6,70,38,86,50,1,75,59,49,99,70,41,99,100,1,99,98,50,99,4,69,100,99,67
"2647",85,71,85,50,86,95,1,62,50,87,31,41,72,54,10,51,99,98,2,51,4,51,2,1,70,92,44,2,88,50,93,86
"2648",40,30,15,0,100,40,70,60,50,50,50,50,50,50,70,50,50,40,50,50,60,85,60,40,15,40,50,50,100,85,60,0
"2649",51,39,40,52,40,15,30,71,34,33,3,17,50,4,19,64,60,70,54,53,59,4,32,0,60,84,54,53,99,3,85,22
"2651",50,85,70,30,40,99,0,60,70,94,0,50,60,0,85,71,84,85,15,0,62,100,4,18,100,9,100,0,85,100,100,40
"2652",70,70,70,40,75,75,25,40,50,70,15,60,80,30,70,85,60,60,60,50,60,70,40,50,70,70,85,30,70,70,100,70
"2653",50,50,50,30,50,71,50,50,50,60,60,50,85,60,60,60,50,85,40,40,50,50,40,40,50,85,70,50,85,30,85,50
"2654",50,50,50,40,50,40,0,50,50,50,50,50,85,30,30,50,70,50,0,40,50,60,30,40,50,40,50,50,70,60,70,0
"2655",50,40,40,30,50,85,0,85,50,50,50,85,85,50,50,50,60,60,40,50,50,50,30,30,50,50,50,50,85,50,50,50
"2656",76,76,99,52,84,94,0,52,52,50,51,54,70,94,53,53,68,80,91,73,59,52,83,76,60,82,52,52,96,51,94,99
"2657",96,29,75,8,86,18,59,46,59,39,63,33,42,52,3,31,48,84,66,50,47,2,48,53,1,83,4,54,40,1,86,30
"2659",100,100,100,50,100,40,15,30,50,30,15,30,60,1,51,71,78,85,40,71,41,100,30,70,51,51,100,31,77,100,100,41
"2660",98,89,91,67,82,93,1,50,49,72,12,18,97,1,99,85,87,82,16,30,35,97,3,14,85,92,91,0,38,93,98,83
"2661",85,85,85,60,85,35,64,50,50,46,70,60,100,47,55,71,61,85,74,61,61,50,65,80,80,85,100,47,100,50,79,70
"2662",50,50,50,1,50,1,70,1,1,1,100,50,50,50,30,0,0,50,50,100,40,50,30,50,0,100,100,50,100,50,50,0
"2663",50,85,50,90,50,100,0,0,0,65,0,55,70,0,100,15,50,50,50,30,100,100,30,50,100,50,100,15,50,100,100,100
"2664",85,85,85,40,85,100,0,30,40,70,15,50,100,15,70,85,70,85,15,15,60,85,30,70,85,100,100,0,70,85,85,70
"2666",70,70,100,70,70,85,0,50,50,100,30,70,70,60,100,85,85,100,50,0,70,85,15,50,85,70,100,0,70,70,85,85
"2667",37,40,52,21,50,40,36,0,35,15,0,14,40,29,57,10,17,11,16,15,16,39,5,50,28,28,27,17,42,38,19,52
"2668",100,70,70,0,100,0,100,50,15,0,100,85,15,15,50,0,70,100,70,85,60,85,60,85,15,100,100,85,100,85,100,30
"2669",97,92,99,97,51,83,2,53,49,56,49,21,50,54,100,50,84,100,55,52,43,97,50,15,96,53,95,61,82,90,80,100
"2670",50,57,50,46,50,71,40,50,50,51,41,50,85,70,60,56,60,60,46,40,60,50,30,50,50,70,70,50,60,50,55,57
"2671",70,72,69,50,83,26,15,50,50,40,35,73,69,3,91,55,34,85,58,61,71,80,60,51,79,85,87,95,81,73,94,3
"2672",51,50,51,50,50,16,15,51,51,50,15,50,51,39,71,31,86,93,31,50,51,97,16,60,50,50,98,51,85,99,60,40
"2674",70,70,70,15,70,0,100,0,0,0,100,40,50,60,50,15,40,70,85,100,60,50,60,50,30,85,85,85,85,50,60,0
"2676",61,32,71,0,84,1,100,17,30,1,100,66,72,32,31,52,0,70,42,51,80,52,87,40,54,99,51,51,100,52,16,17
"2677",50,40,50,20,50,0,85,70,50,50,85,50,50,50,0,20,70,60,50,70,50,50,50,50,40,60,30,50,50,40,85,0
"2678",99,99,99,99,99,60,1,41,50,68,29,71,30,16,91,84,53,86,47,41,91,86,14,59,70,84,85,17,94,71,90,63
"2679",51,51,50,50,62,1,98,41,50,1,84,84,2,85,1,1,71,100,52,85,50,1,50,31,0,85,100,0,100,51,70,1
"2680",70,70,70,55,70,65,25,45,50,70,55,75,85,60,70,55,75,55,65,55,60,60,15,55,70,85,80,3,80,65,70,60
"2683",85,75,61,41,86,77,6,50,51,50,1,61,96,50,70,52,51,63,31,39,85,87,81,49,51,90,53,38,84,88,87,18
"2684",100,86,85,0,92,1,94,23,50,1,92,45,92,60,31,0,85,95,25,49,77,75,60,49,40,80,98,38,100,78,90,0
"2687",57,79,50,4,70,48,84,50,49,53,51,49,63,51,71,42,69,82,60,51,73,15,86,50,4,100,60,48,90,0,84,52
"2688",100,100,100,0,100,0,85,30,40,0,100,50,50,85,0,0,30,100,60,100,70,0,70,100,30,100,85,100,100,0,70,0
"2691",97,99,99,53,54,61,60,60,62,61,60,60,60,53,71,52,18,84,83,56,50,7,56,77,50,51,49,53,21,5,84,50
"2692",90,90,90,90,60,60,10,50,30,85,0,60,75,0,70,80,60,80,0,10,50,90,25,60,80,25,70,0,40,100,90,90
"2693",50,50,50,30,60,0,85,60,60,60,85,70,70,85,50,70,100,70,70,60,85,50,85,60,52,70,50,85,100,50,85,0
"2698",98,97,97,51,79,52,1,51,98,51,1,50,71,16,99,95,93,41,51,32,50,100,44,88,98,51,51,50,17,99,99,88
"2701",100,100,100,100,3,70,1,70,51,56,41,17,2,3,40,50,62,100,16,5,50,100,51,41,100,3,100,1,50,100,100,3
"2702",85,93,83,82,83,2,93,5,7,10,91,77,87,69,85,16,38,71,56,86,37,79,22,41,57,92,93,17,93,51,85,45
"2703",50,50,50,50,40,30,0,30,60,50,0,0,15,0,100,30,100,100,0,0,15,100,0,40,100,15,100,0,30,100,30,70
"2704",66,50,97,60,60,100,0,50,50,50,0,60,70,85,85,85,85,85,85,40,85,60,50,50,85,100,60,50,85,50,100,85
"2705",62,41,41,32,61,18,100,51,52,91,100,74,92,99,51,1,51,32,51,1,69,41,41,61,0,99,51,51,96,2,31,1
"2709",61,71,61,51,51,77,16,50,60,61,14,72,13,51,31,50,50,78,40,51,51,7,51,51,42,92,84,39,70,0,51,51
"2710",50,40,0,0,30,50,60,50,50,50,60,60,50,15,15,30,85,100,70,60,70,0,70,50,15,50,0,50,100,0,85,30
"2712",51,51,52,43,61,18,0,66,68,66,56,70,40,70,85,33,64,67,64,89,77,98,46,58,74,53,56,79,82,85,73,73
"2715",75,71,71,40,70,0,60,40,60,42,0,58,85,15,100,70,94,100,35,87,70,100,70,40,100,30,100,60,60,60,100,97
"2716",50,50,50,0,50,0,85,50,50,0,100,70,40,50,18,1,60,50,85,85,40,50,60,50,0,70,100,50,60,50,50,0
"2717",36,51,62,32,52,16,62,0,0,0,0,31,1,0,1,1,1,60,59,50,61,0,50,32,1,50,1,0,50,1,85,51
"2718",85,95,86,36,93,86,15,47,52,60,49,49,86,36,60,81,83,85,16,36,29,51,53,17,33,100,84,18,100,47,83,43
"2719",85,85,70,40,85,30,15,50,30,70,70,70,85,50,50,60,70,70,60,40,60,50,15,60,60,85,85,50,85,50,85,30
"2723",40,40,30,18,40,20,90,60,35,10,95,80,75,15,12,5,45,60,70,95,60,40,75,70,20,75,70,75,75,30,55,10
"2724",60,50,60,50,85,70,30,50,50,70,30,60,10,60,40,70,60,30,30,40,55,10,30,40,20,55,55,40,65,30,35,40
"2725",86,59,61,39,71,60,0,50,50,50,15,50,70,15,60,70,30,70,60,30,70,70,60,40,85,70,60,50,70,50,70,60
"2728",80,74,62,30,40,40,30,50,70,50,50,50,40,2,76,85,52,52,0,15,31,40,40,3,41,15,85,53,40,85,99,16
"2729",60,70,70,85,70,0,60,0,0,15,100,70,60,60,15,0,30,100,70,100,60,30,40,70,30,100,70,70,85,0,60,0
"2731",50,52,64,73,50,77,26,68,83,50,31,52,50,64,98,96,99,79,5,12,72,99,17,51,99,55,98,50,62,98,93,69
"2732",85,85,85,85,85,85,0,50,60,60,15,50,100,50,100,100,100,100,30,0,50,100,50,50,100,70,50,0,100,100,100,100
"2733",100,100,100,100,100,100,40,20,20,100,50,100,100,75,80,75,90,90,30,60,80,80,40,30,70,60,75,45,90,80,80,80
"2736",80,85,80,80,75,75,0,60,50,85,5,50,80,35,90,80,60,95,25,10,65,95,30,50,95,55,95,35,80,90,75,80
"2737",100,100,100,100,100,95,0,0,51,100,0,51,70,0,100,97,98,100,60,8,42,100,15,70,100,85,97,0,85,100,100,90
"2738",54,61,66,64,71,60,72,46,49,53,22,50,57,64,50,31,60,60,50,58,55,41,43,59,59,48,57,53,60,63,57,58
"2740",50,85,85,70,85,0,70,70,0,0,0,50,85,50,50,50,70,50,50,50,0,30,50,15,30,85,85,50,0,70,85,85
"2744",90,90,90,90,90,85,0,15,30,85,0,40,85,15,85,85,85,90,40,15,70,95,40,50,90,90,100,15,85,95,95,90
"2748",87,86,85,40,86,84,1,14,17,70,15,69,89,43,76,73,66,70,67,65,68,75,28,69,70,85,85,15,86,68,84,66
"2750",85,85,60,0,85,20,60,50,50,30,75,60,70,50,50,40,40,50,60,75,0,50,25,50,65,85,90,65,90,50,90,15
"2751",68,62,56,48,62,41,38,44,50,45,65,55,63,58,55,46,35,45,67,53,73,47,48,60,55,78,60,38,64,45,68,45
"2752",50,52,29,16,53,2,72,60,29,1,40,51,97,41,16,1,83,50,48,59,50,50,48,18,50,91,50,39,100,98,61,1
"2753",85,87,72,70,85,16,70,61,50,85,99,84,83,100,16,31,14,99,86,100,38,41,41,70,41,100,84,49,91,52,88,40
"2758",70,70,60,30,70,0,75,16,50,15,85,15,70,100,15,15,30,70,60,100,70,70,15,50,50,100,85,100,100,70,85,50
"2759",85,85,86,41,85,4,76,30,30,15,85,50,60,62,36,34,33,88,86,91,86,50,42,88,40,85,90,92,97,50,83,34
"2760",85,100,100,85,85,60,0,30,30,30,30,15,30,85,40,70,60,85,70,40,40,70,70,30,40,100,70,70,60,70,70,100
"2762",75,56,70,51,77,18,65,50,50,40,95,51,84,61,52,71,30,75,50,78,70,51,31,71,40,99,85,31,56,50,50,40
"2765",18,17,25,24,13,1,100,10,6,6,3,9,9,30,31,40,99,20,14,24,33,0,26,5,25,45,25,27,44,24,23,37
"2768",44,8,0,0,85,2,71,6,14,42,87,22,72,17,42,2,32,31,71,88,41,50,16,17,0,85,40,5,85,51,51,0
"2774",30,32,40,60,72,87,0,2,50,70,86,62,99,51,32,50,16,60,17,62,33,62,50,62,62,87,71,18,85,60,42,86
"2775",70,47,97,72,61,70,0,70,60,70,70,70,60,70,15,70,70,70,70,70,70,85,70,30,0,100,36,70,60,85,85,100
"2776",100,100,100,18,100,100,15,51,51,70,3,51,49,1,100,100,100,100,51,18,85,100,0,71,71,32,100,0,71,100,86,84
"2778",51,50,51,3,49,4,99,3,65,1,92,62,65,61,14,12,4,71,94,96,52,12,42,84,11,100,51,83,100,1,36,0
"2779",60,70,85,60,100,60,0,60,70,15,85,60,85,100,30,100,70,30,15,0,15,0,15,85,0,100,70,15,30,0,100,50
"2781",62,62,60,31,60,31,59,57,41,40,71,42,70,60,50,41,42,60,60,60,41,60,40,51,60,71,69,40,48,41,61,41
"2784",85,85,85,85,85,100,0,30,50,100,15,30,100,30,100,85,85,100,0,15,15,100,0,60,100,100,85,0,85,85,85,100
"2785",85,85,84,60,84,85,40,50,40,50,60,60,100,50,85,40,60,100,30,85,40,70,40,40,60,100,85,0,85,40,100,85
"2786",53,88,56,51,78,50,60,79,76,48,71,71,75,51,63,61,49,60,69,43,59,84,62,29,60,60,60,63,18,68,72,70
"2787",53,54,50,43,50,41,33,53,68,54,51,53,51,34,69,64,65,72,35,52,57,59,54,50,66,35,65,26,50,60,81,64
"2788",70,50,41,3,51,1,1,50,17,52,51,63,51,0,33,19,18,52,51,51,42,70,15,51,17,32,60,28,86,51,51,2
"2789",60,50,64,1,68,16,98,41,50,17,98,60,51,71,28,30,31,50,69,85,40,50,15,69,50,98,60,96,99,51,71,31
"2791",0,50,40,30,0,0,0,0,0,0,0,0,0,0,0,70,50,50,30,50,50,50,0,50,0,0,50,50,50,50,70,50
"2793",71,70,66,71,70,40,1,61,71,51,50,51,85,31,85,84,85,85,16,40,61,71,41,30,70,86,86,31,41,71,86,71
"2794",70,60,60,60,60,40,30,30,50,50,50,70,85,40,60,70,60,50,50,40,70,50,40,50,60,85,70,40,70,50,50,40
"2797",70,70,70,40,70,40,0,40,30,40,15,60,50,60,60,40,70,70,30,60,40,50,0,40,40,85,85,15,85,30,70,30
"2799",70,60,40,0,70,30,85,50,50,50,70,50,70,50,0,15,50,85,40,100,70,50,50,40,30,100,70,50,100,50,100,0
"2800",70,70,70,40,70,70,15,50,50,50,30,85,100,0,85,85,30,60,60,40,70,60,40,85,70,85,70,40,85,30,100,30
"2801",86,100,92,81,87,100,32,66,50,50,50,53,100,52,85,55,51,89,100,88,78,100,100,82,61,80,77,100,100,100,100,51
"2804",50,52,61,41,85,12,34,33,17,2,90,51,86,50,50,4,55,32,31,85,51,51,31,41,41,85,51,81,88,50,90,17
"2806",85,85,85,85,85,1,0,51,62,15,17,51,86,40,85,40,60,85,30,50,50,85,30,85,85,85,85,30,70,86,85,85
"2807",60,40,3,30,75,0,85,15,30,27,82,40,97,56,55,15,51,40,60,73,50,43,73,63,40,82,60,40,60,34,75,15
"2809",100,70,85,0,100,13,86,50,52,52,84,52,51,50,30,0,50,70,85,85,100,100,100,70,100,85,100,50,100,100,100,30
"2810",86,85,86,51,86,51,61,2,1,60,51,61,51,50,40,52,60,71,30,41,52,51,41,50,41,51,51,41,71,51,70,52
"2812",85,85,85,30,100,0,100,70,0,40,100,60,50,85,70,40,70,60,30,70,70,0,30,60,0,85,85,60,100,30,85,50
"2813",61,70,69,61,60,78,29,50,50,50,29,66,40,40,17,70,77,50,50,31,46,47,40,42,52,62,61,33,76,41,79,42
"2814",70,70,70,60,70,15,40,50,50,50,60,40,85,30,50,30,40,70,15,60,40,60,15,30,70,85,85,15,85,50,85,50
"2815",82,84,63,51,84,86,0,52,51,52,50,51,100,50,51,50,52,61,51,52,51,50,51,49,52,70,52,51,87,51,62,52
"2817",74,65,65,49,82,0,98,8,64,7,100,87,88,89,55,40,94,86,78,87,89,59,81,80,63,93,82,85,95,66,90,57
"2820",50,50,50,5,50,1,86,51,21,3,92,51,70,12,40,51,17,50,60,51,17,51,16,50,1,50,50,15,96,22,40,2
"2821",85,86,86,85,85,86,16,40,50,77,3,50,42,16,72,60,71,60,16,46,51,68,31,51,70,51,86,17,45,55,91,72
"2823",50,70,30,30,30,30,0,0,50,50,0,0,0,0,50,60,85,85,0,0,0,70,0,0,40,0,40,30,85,70,40,30
"2824",77,38,46,41,46,48,61,44,67,57,31,40,41,40,60,24,45,50,41,50,45,20,34,79,42,72,24,45,46,77,41,30
"2827",100,99,100,98,100,16,42,50,51,30,70,50,51,75,50,51,80,99,30,50,50,50,50,99,51,100,86,50,100,88,49,83
"2829",50,15,40,15,60,30,40,50,50,50,50,60,50,50,60,50,60,60,60,50,60,70,60,40,30,50,60,50,70,60,60,40
"2831",60,70,70,50,70,60,0,50,50,50,50,50,60,70,85,60,85,70,50,70,50,85,50,50,60,85,50,50,85,70,50,40
"2834",100,100,100,100,100,18,62,59,51,52,60,53,60,100,87,85,50,100,30,85,49,100,50,100,100,100,100,50,100,100,100,30
"2835",50,50,50,50,50,100,0,15,30,100,0,0,15,0,50,50,15,50,85,0,50,70,0,50,50,0,50,0,60,70,100,60
"2836",71,100,59,54,100,16,73,52,14,13,87,50,87,50,50,75,88,73,60,85,71,60,50,50,50,70,50,60,60,50,96,50
"2837",75,75,73,15,75,1,61,31,0,1,100,42,42,86,31,1,41,87,61,85,33,1,62,51,1,100,98,71,85,0,71,41
"2838",50,27,31,1,89,0,70,40,40,49,60,52,60,73,1,16,49,60,86,72,48,2,49,65,61,100,57,48,85,30,84,2
"2839",52,62,50,41,61,0,85,85,60,50,85,50,100,70,60,50,60,60,70,50,70,70,60,70,60,85,85,50,85,70,85,30
"2840",75,50,50,50,50,60,0,50,50,50,0,50,75,50,75,50,75,75,30,50,50,100,50,30,85,50,100,50,50,100,85,50
"2846",55,40,41,30,54,31,60,25,50,50,60,50,80,50,58,50,50,60,50,67,50,89,60,57,50,89,50,50,100,50,65,25
"2848",85,85,85,15,85,41,60,50,30,51,50,50,85,50,60,40,50,85,50,60,70,85,50,85,60,85,85,50,85,70,85,40
"2851",50,85,40,40,50,100,0,60,40,70,15,40,85,15,85,85,60,60,40,30,40,85,30,40,40,40,40,0,40,70,85,40
"2852",85,50,85,0,85,0,100,40,15,0,100,50,50,100,50,15,0,60,85,100,60,50,85,40,50,100,100,30,100,30,100,0
"2853",85,85,85,50,85,30,60,50,50,50,70,60,100,100,100,50,70,100,60,50,60,100,40,100,60,100,100,50,85,100,100,40
"2854",85,55,10,45,50,40,20,60,50,50,50,50,100,50,60,75,50,45,40,50,40,75,30,75,50,75,40,50,35,50,40,0
"2856",50,50,50,50,50,52,47,50,50,50,30,50,50,50,70,50,90,15,70,50,90,70,20,15,50,90,50,50,20,30,50,80
"2857",50,50,50,0,85,0,100,70,60,70,100,60,60,70,0,0,40,85,15,50,30,0,15,30,40,85,85,30,100,40,40,0
"2858",51,51,51,33,70,41,71,51,51,60,86,72,86,86,51,62,78,61,17,61,60,51,17,61,52,86,85,31,90,50,86,31
"2859",61,57,58,71,70,8,95,50,64,89,75,81,97,86,4,3,98,64,66,69,63,8,71,62,16,82,69,60,100,2,65,1
"2860",50,50,50,0,50,0,80,70,0,0,78,16,40,100,1,0,15,50,50,100,15,0,15,50,0,100,71,100,85,1,50,0
"2861",51,71,60,31,70,16,90,50,23,51,69,60,95,23,45,29,30,68,65,65,62,98,31,51,47,80,80,39,70,99,70,26
"2862",75,75,75,30,75,50,60,50,84,40,70,71,90,65,70,85,67,83,70,79,87,78,61,65,70,85,82,64,87,62,90,64
"2868",62,60,60,40,60,30,30,30,60,50,0,50,50,50,85,85,50,70,30,0,50,100,50,30,50,50,100,50,40,100,60,50
"2869",68,84,74,64,72,85,0,16,50,50,0,51,69,0,61,70,60,69,50,17,61,71,0,50,70,50,70,15,70,84,84,56
"2871",70,70,70,40,70,0,60,50,50,50,85,50,85,40,40,30,40,50,30,60,50,50,15,50,50,70,50,50,100,50,75,70
"2872",100,100,100,0,100,0,100,40,15,0,100,70,0,50,50,0,30,50,50,100,50,100,0,50,50,100,100,100,100,50,100,0
"2874",61,60,61,51,61,85,15,50,52,52,14,51,68,52,99,91,89,85,49,46,44,96,53,40,71,85,72,52,86,98,89,60
"2875",69,69,71,40,71,90,1,67,50,53,51,63,98,51,59,60,61,51,30,42,64,71,2,52,51,51,52,10,71,92,83,50
"2876",80,80,83,84,73,58,5,56,50,62,2,48,69,52,88,89,57,68,60,67,57,87,60,53,83,74,92,87,71,89,73,88
"2877",48,27,86,35,69,30,41,43,49,49,69,44,52,51,29,40,38,50,32,39,57,24,57,50,45,100,72,84,42,33,65,64
"2878",60,32,42,34,70,15,3,51,53,53,52,51,99,52,41,33,39,60,26,61,52,53,51,51,39,84,84,1,89,51,59,0
"2881",90,90,90,75,90,99,0,25,25,85,0,50,100,50,100,100,90,100,80,25,75,100,60,25,100,90,90,75,75,90,85,100
"2882",85,15,85,100,50,15,50,50,50,50,40,30,85,30,100,50,40,70,85,50,40,30,0,70,85,70,100,30,85,50,60,15
"2885",50,50,50,35,50,42,16,60,44,51,12,50,66,50,54,32,65,50,62,98,58,66,67,73,43,63,54,51,73,45,50,57
"2886",99,99,99,99,99,84,0,50,29,86,1,71,94,16,99,99,89,99,4,29,77,99,15,41,99,28,99,14,77,99,85,87
"2887",50,49,50,30,50,40,60,70,85,50,70,50,50,50,50,49,50,60,40,51,50,50,30,40,50,70,85,40,85,50,85,30
"2889",85,85,85,30,85,2,90,51,50,50,85,71,70,62,40,15,30,70,70,90,50,50,40,70,40,85,50,85,85,50,50,15
"2890",80,80,85,45,70,30,0,60,40,60,15,60,80,45,75,55,35,60,35,30,60,95,25,50,70,70,70,35,70,95,80,60
"2891",70,60,50,30,74,70,15,40,60,40,30,70,40,70,40,60,70,85,40,46,24,85,40,50,70,85,60,50,60,70,70,50
"2892",50,71,50,30,85,15,85,15,50,30,100,90,50,100,15,30,40,85,60,100,85,50,45,50,30,100,100,70,100,40,70,30
"2893",100,70,100,40,50,100,0,15,50,60,0,41,60,0,100,100,95,70,0,15,60,100,50,50,50,50,50,30,50,100,60,100
"2895",87,60,62,51,99,52,86,52,52,70,51,84,84,52,52,51,71,70,69,85,85,70,61,86,48,59,84,50,72,51,60,53
"2897",50,50,50,45,50,0,50,55,0,0,60,50,50,50,50,0,50,60,0,50,50,50,0,0,50,55,50,50,75,50,55,0
"2898",76,50,50,50,45,85,15,11,27,83,3,41,94,17,51,63,72,52,25,14,38,51,11,50,50,59,51,1,71,51,88,61
"2900",70,70,70,40,70,43,44,50,50,50,50,40,30,30,60,70,75,70,60,70,30,70,49,50,70,70,70,31,40,70,85,70
"2902",50,60,75,40,45,70,0,50,50,50,0,50,50,50,40,60,50,50,50,60,40,50,45,40,40,50,50,50,40,30,50,70
"2905",80,80,80,61,75,94,31,32,1,85,1,61,43,28,72,85,99,69,23,54,69,100,53,52,85,48,93,11,83,93,98,49
