"","Asian-Americans","Hispanics","Blacks","Illegal Immigrants","Whites","Dem. Pres. Candidate","GOP Pres. Candidate","Libertarian Pres. Candidate","Green Pres. Candidate","Dem. VP","GOP VP","John Roberts","Pope Francis","Christian Fundamentalists","Feminists","Liberals","Labor Unions","Poor People","Big Business","Conservatives","SCOTUS","Gays & Lesbians","Congress","Rich People","Muslims","Christians","Jews","Tea Party","Police","Transgender People","Scientists","BLM"
"1258",60,70,70,30,70,15,85,30,50,0,100,50,50,50,85,30,0,70,60,100,85,60,40,60,85,50,85,70,100,50,100,40
"1259",70,75,70,15,85,0,85,30,50,0,70,50,60,30,15,15,15,70,70,75,75,15,40,65,25,70,60,50,75,10,90,15
"1260",86,85,41,85,86,2,85,51,51,16,100,61,71,30,51,85,15,85,41,86,61,86,42,85,85,85,86,50,100,85,100,17
"1261",50,50,30,30,50,15,60,50,15,40,85,50,50,50,30,15,15,50,50,50,30,50,30,50,50,50,50,50,85,40,50,15
"1262",70,70,70,70,70,0,0,60,100,70,100,50,0,70,0,15,0,85,0,70,50,0,0,50,0,85,70,0,0,0,85,0
"1263",70,85,85,60,85,85,40,50,50,60,50,50,85,40,40,30,40,60,30,60,40,60,40,40,40,85,60,40,70,60,60,60
"1264",100,100,100,100,100,73,1,50,50,50,50,60,50,85,100,100,100,100,100,70,85,100,60,85,85,85,85,0,85,100,100,100
"1266",84,70,60,14,84,0,85,2,16,0,85,51,59,50,30,0,40,70,31,85,41,85,30,15,1,84,98,70,98,51,60,1
"1267",85,85,85,70,100,85,0,50,70,60,15,85,85,60,70,85,85,85,70,50,85,85,70,30,70,85,70,70,85,70,85,85
"1270",100,100,100,30,100,100,0,0,0,100,0,0,100,50,100,85,70,100,60,50,40,100,15,85,85,70,100,15,100,100,100,70
"1271",70,40,40,15,70,0,100,30,0,0,85,15,15,50,0,0,0,50,85,100,0,50,0,85,30,60,100,60,100,0,30,0
"1272",85,30,30,0,85,0,100,100,0,0,100,15,15,85,85,0,50,70,15,100,60,0,85,50,0,85,50,30,85,0,70,0
"1274",85,85,85,85,85,30,30,15,0,0,15,0,0,85,15,30,70,100,85,85,70,0,85,70,85,100,100,60,70,0,100,100
"1275",50,50,50,0,50,0,100,50,0,0,100,70,100,85,40,0,40,70,50,100,60,50,60,50,40,100,100,100,100,50,50,0
"1276",60,60,30,40,68,7,85,50,50,60,69,58,60,40,50,51,85,84,82,40,70,82,73,75,63,85,81,52,96,70,85,15
"1277",50,50,50,50,50,30,65,50,50,50,50,50,50,50,50,50,50,50,40,50,60,50,15,50,40,50,50,50,70,40,50,40
"1278",95,85,85,60,90,85,0,50,60,70,15,30,90,15,100,80,60,60,30,40,60,80,30,40,50,60,85,0,70,60,85,90
"1279",15,17,15,32,40,54,31,60,40,15,0,0,70,0,15,4,15,85,30,30,50,60,30,0,0,60,30,0,60,30,62,0
"1280",50,50,50,41,50,16,1,50,51,50,39,50,71,42,50,51,35,51,41,50,64,50,31,50,50,51,50,35,70,50,70,50
"1282",60,50,40,15,85,70,0,50,50,85,60,50,50,0,85,60,15,60,40,40,40,50,15,40,40,60,40,0,60,50,70,0
"1284",71,85,84,49,71,85,3,16,71,83,39,50,69,50,62,62,70,85,16,61,41,16,55,17,77,69,60,50,43,29,41,71
"1285",50,50,50,40,50,30,60,50,50,50,85,70,85,50,50,50,50,50,50,50,50,50,30,50,40,50,50,50,70,50,50,30
"1287",88,89,91,41,87,30,30,60,50,60,60,70,85,70,30,50,50,77,50,70,70,40,31,61,71,85,70,50,70,30,61,51
"1288",85,70,85,0,60,0,30,70,0,0,85,50,30,0,50,0,50,50,50,30,50,50,30,50,30,30,50,60,100,50,30,0
"1290",70,100,60,50,15,40,60,60,50,50,60,60,70,70,60,60,85,70,85,60,70,50,50,50,60,85,85,50,70,50,70,85
"1292",100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,100,100,0,15,0,0,0,0,15,0,0,15,0,15,0,0,15
"1293",85,85,85,70,70,85,85,70,60,60,60,60,50,70,50,50,85,70,50,70,70,50,50,60,85,85,70,50,85,50,85,70
"1294",50,50,100,50,100,15,60,70,50,40,70,50,40,85,30,0,30,50,50,100,30,50,50,50,0,100,85,40,85,50,50,15
"1297",90,90,70,60,70,90,0,5,50,85,15,50,85,60,15,85,15,70,85,15,85,90,60,60,85,85,70,50,85,85,90,60
"1298",80,80,80,16,70,16,60,16,5,16,50,65,61,31,50,16,16,71,70,70,60,61,30,61,60,80,70,46,85,60,77,16
"1301",52,51,50,50,54,63,0,54,54,52,55,54,99,52,63,63,53,62,64,51,53,61,53,53,51,53,53,51,90,62,74,53
"1302",51,29,70,2,80,1,80,51,50,1,95,69,80,10,80,35,0,61,92,80,89,50,21,50,50,98,95,50,100,50,100,60
"1303",50,50,60,50,50,60,10,10,15,75,15,40,50,20,50,60,50,60,35,40,60,50,15,50,50,70,75,10,70,30,80,35
"1305",60,50,70,50,50,30,30,65,50,60,60,60,75,40,50,40,65,85,40,65,60,65,60,60,50,75,75,30,70,50,70,65
"1306",60,60,60,60,60,85,40,40,60,60,70,50,60,70,70,70,70,85,40,60,60,50,40,50,50,85,85,15,40,60,70,60
"1309",50,50,40,15,60,15,65,60,15,25,60,75,90,50,15,20,25,50,60,75,40,50,10,50,50,75,50,75,90,50,50,15
"1310",50,50,50,30,50,15,85,50,50,50,90,50,90,50,50,30,40,50,85,90,40,50,40,50,50,50,50,40,90,50,90,30
"1312",50,50,50,30,50,0,50,50,50,15,30,50,50,15,70,50,85,70,30,30,50,60,40,40,50,40,85,0,70,50,85,40
"1313",100,100,100,70,30,40,0,40,60,0,40,50,0,0,70,40,60,85,15,15,70,100,0,0,70,0,85,0,60,100,60,70
"1317",100,100,100,61,85,100,16,16,60,51,30,30,93,0,100,100,85,100,16,0,70,100,17,40,100,0,85,0,71,100,100,100
"1318",85,85,85,30,85,40,0,70,50,50,0,50,50,30,50,60,50,50,50,50,50,70,50,50,50,100,50,50,70,50,85,70
"1321",70,70,70,70,70,100,0,15,60,60,0,20,70,0,90,90,70,100,50,30,80,100,30,40,70,70,100,10,100,100,100,80
"1322",76,66,71,50,70,24,51,61,41,36,31,53,70,13,61,37,43,53,23,24,68,79,16,16,51,31,74,13,61,75,85,42
"1326",100,100,70,100,100,100,1,50,50,50,1,50,99,70,50,70,85,100,50,15,70,85,50,50,50,70,50,50,100,70,100,85
"1327",65,60,60,20,70,0,70,71,31,52,99,78,71,100,38,2,70,65,39,91,41,61,40,82,1,98,42,61,71,40,40,15
"1328",68,60,70,14,66,15,85,14,1,1,86,60,82,87,12,16,17,80,91,92,72,71,62,82,81,94,93,95,97,64,86,2
"1329",60,85,85,0,85,85,40,50,50,50,50,50,50,70,85,60,30,30,50,50,50,70,50,70,50,70,50,50,15,70,100,85
"1331",91,96,93,95,94,60,40,60,42,60,40,70,100,62,61,70,71,98,71,84,84,60,85,83,70,99,71,60,85,41,98,76
"1332",0,100,100,30,100,60,0,50,50,50,50,50,50,50,0,50,0,100,70,50,50,50,60,0,50,60,50,50,15,50,50,60
"1336",85,85,86,41,85,1,70,16,9,1,99,60,1,50,15,15,16,50,50,98,50,40,41,50,15,85,85,60,70,2,50,16
"1339",63,85,60,86,85,50,50,42,63,70,52,88,86,43,52,73,41,90,18,73,74,87,20,52,72,85,73,50,72,87,99,43
"1340",50,75,40,15,70,0,70,60,30,15,90,70,100,50,30,30,70,50,60,85,30,50,60,50,30,100,50,60,100,0,70,0
"1342",93,83,89,51,91,62,2,1,2,3,2,2,4,17,100,64,53,72,59,49,42,99,53,51,55,31,65,52,72,87,87,84
"1345",100,100,100,80,100,52,55,50,50,50,50,60,100,100,50,50,50,50,40,50,50,60,42,50,100,100,100,50,80,49,50,60
"1347",50,51,50,60,50,51,17,51,31,60,50,50,71,39,84,71,70,50,41,60,50,61,40,51,85,61,96,50,71,50,85,71
"1350",50,50,51,1,50,1,87,85,1,1,100,86,100,31,16,16,16,85,75,100,95,50,50,51,50,100,100,85,100,50,71,1
"1352",10,50,86,5,55,85,15,50,30,15,50,60,0,0,0,0,60,0,0,0,0,0,0,0,0,0,50,0,0,0,0,70
"1353",50,60,40,40,60,60,15,50,50,50,50,70,70,60,85,70,30,85,85,40,85,60,85,85,60,60,70,60,70,50,100,100
"1354",100,100,85,100,100,85,0,60,60,100,0,50,100,85,70,60,60,85,60,40,100,100,40,40,85,100,100,50,85,50,100,85
"1356",78,75,77,41,85,61,70,40,49,49,85,70,61,62,18,40,32,77,57,79,29,70,29,60,71,100,97,77,94,70,84,16
"1357",100,100,100,100,85,100,0,50,60,100,0,30,100,0,100,100,70,100,0,0,60,100,0,40,100,40,100,0,70,100,85,100
"1363",85,70,70,30,85,85,15,30,15,85,0,30,70,0,60,85,70,50,60,40,60,85,15,60,60,50,60,0,60,60,85,40
"1368",70,60,30,0,85,0,100,50,50,50,100,50,50,85,50,0,70,50,40,60,40,50,30,70,0,85,50,60,100,30,70,0
"1369",85,85,85,40,85,2,70,50,50,50,70,70,100,40,70,48,85,70,40,61,70,85,70,72,70,71,85,50,100,52,85,1
"1371",60,60,60,0,60,0,100,15,50,0,100,60,0,40,30,15,40,60,50,70,40,60,15,40,30,60,60,60,85,70,40,0
"1375",70,70,30,0,85,0,85,61,31,42,71,62,2,85,30,0,50,15,0,85,70,50,15,0,30,86,15,86,100,15,60,0
"1376",100,100,100,100,60,100,0,0,0,60,0,50,100,0,100,40,100,100,50,15,70,100,30,50,100,30,100,0,15,100,100,100
"1377",50,50,50,50,50,85,0,70,85,85,0,50,50,70,85,85,30,100,40,30,50,85,15,60,85,85,85,60,85,85,85,85
"1378",69,61,32,17,86,71,0,63,51,71,59,73,85,71,74,49,69,49,60,68,73,86,32,60,50,71,70,32,86,71,86,18
"1379",85,40,70,30,85,99,2,16,31,97,1,62,42,32,86,96,71,72,17,2,70,100,50,61,78,71,86,2,91,86,85,41
"1380",100,85,85,85,85,2,51,16,51,50,85,85,100,60,1,0,1,100,62,85,85,1,50,61,66,100,77,60,100,0,100,0
"1381",50,51,51,41,51,70,15,51,61,50,30,50,70,16,70,51,85,50,16,50,50,51,51,41,50,40,51,50,92,50,86,41
"1383",100,100,85,85,70,100,15,50,50,100,0,100,60,0,100,60,40,50,40,0,70,100,30,50,60,50,100,0,60,100,100,50
"1386",50,50,50,30,50,0,70,15,30,15,60,60,50,60,15,50,15,60,50,70,60,70,15,50,70,70,70,85,85,70,70,30
"1390",90,15,15,40,60,15,85,15,15,10,65,35,50,0,50,50,50,60,30,65,75,0,30,60,0,75,50,50,75,45,100,0
"1391",50,50,50,30,50,31,3,18,16,62,15,3,50,2,50,97,41,71,12,15,33,83,14,39,49,51,98,1,72,86,85,31
"1394",50,50,50,50,50,40,85,60,51,50,60,50,86,30,52,61,50,85,41,70,51,50,31,60,31,31,15,1,85,61,100,51
"1395",50,50,51,51,50,70,15,50,1,49,98,52,50,49,72,51,77,68,38,50,50,99,49,51,83,83,79,50,83,69,81,71
"1398",85,85,85,24,85,1,85,31,2,16,100,75,85,85,17,17,50,90,51,90,85,1,85,50,30,100,66,75,100,51,75,16
"1399",60,60,60,50,60,40,55,60,60,50,50,50,50,55,50,50,60,65,50,80,50,70,50,40,55,70,80,50,90,60,70,50
"1400",60,50,60,0,85,0,100,0,0,30,100,50,100,85,70,50,85,85,70,70,85,50,30,60,0,100,85,50,100,0,60,0
"1401",86,85,99,1,99,41,3,52,63,70,87,87,98,43,52,51,99,87,50,52,86,99,72,42,41,99,100,85,99,41,85,3
"1402",50,30,15,0,60,0,100,0,0,0,50,0,40,0,0,15,100,85,0,15,50,50,0,15,0,0,50,0,30,50,100,0
"1403",70,70,70,70,60,85,0,15,30,70,0,50,85,0,60,60,50,70,15,0,50,60,15,0,70,50,50,0,60,50,70,60
"1404",40,60,70,40,85,60,60,15,50,70,60,50,85,60,70,60,40,85,40,60,70,50,40,60,60,100,100,60,85,0,85,15
"1405",100,100,100,40,100,100,0,50,50,100,15,40,100,40,15,40,15,70,70,85,60,100,0,15,85,85,100,0,70,100,100,85
"1406",86,78,62,62,90,80,70,51,51,86,78,71,93,42,89,83,80,51,75,58,68,52,20,51,62,63,51,32,95,51,98,10
"1409",85,85,40,51,86,17,85,41,30,40,85,50,99,51,32,31,61,51,41,69,51,60,60,51,31,61,50,70,85,41,85,2
"1411",85,85,85,85,60,30,0,50,70,0,0,15,100,50,60,70,85,85,15,15,70,85,60,15,85,85,85,50,85,85,85,85
"1413",83,83,83,2,83,2,100,15,30,1,85,60,70,40,31,17,2,83,70,99,61,69,14,85,15,51,50,70,41,31,84,2
"1414",50,50,50,0,50,0,70,0,0,0,0,0,0,0,50,0,0,50,0,0,0,50,0,50,0,0,50,50,50,50,50,0
"1415",50,45,49,40,56,85,0,50,50,100,0,1,100,100,50,50,0,70,0,0,50,0,15,3,85,100,85,0,100,50,85,0
"1416",78,80,77,82,73,19,7,68,6,25,7,31,98,26,90,75,27,66,76,39,43,86,38,53,78,45,74,67,87,78,93,75
"1417",50,50,40,0,50,15,65,60,85,50,15,50,50,40,75,40,60,50,60,65,50,80,65,40,30,90,80,50,90,80,85,40
"1418",75,85,70,15,80,0,99,49,48,15,89,39,84,41,53,16,59,62,87,83,61,54,44,86,15,87,87,86,100,49,66,1
"1419",100,100,100,100,100,40,60,50,50,50,70,60,100,70,15,30,70,85,60,70,85,40,60,70,70,100,100,50,70,30,70,60
"1420",52,50,52,24,52,28,55,67,51,31,60,56,61,38,48,49,29,62,51,53,60,50,49,51,51,62,51,44,77,51,71,33
"1421",70,85,85,40,85,15,60,60,15,50,50,50,15,15,50,50,85,85,30,50,15,50,15,50,40,15,50,50,30,50,85,40
"1422",85,85,70,70,85,60,15,70,70,50,30,85,100,70,70,70,85,85,70,85,85,40,70,85,85,100,70,60,85,60,85,85
"1424",70,70,85,15,85,0,40,15,15,15,100,50,15,70,40,30,70,70,50,50,40,0,30,70,40,100,85,50,85,0,50,50
"1425",100,100,100,70,100,85,0,0,0,85,0,40,100,0,60,70,70,85,50,70,50,85,40,50,85,85,85,0,85,50,100,70
"1428",50,51,50,41,86,16,100,50,51,41,100,70,85,50,41,61,41,85,86,86,85,15,61,85,30,99,85,85,85,16,99,60
"1429",72,81,67,60,86,15,85,50,50,50,50,50,50,30,50,50,70,100,50,50,30,85,60,50,30,85,30,50,30,85,85,50
"1430",100,50,50,50,100,15,50,50,70,50,50,50,85,50,50,50,70,60,40,50,50,50,50,40,50,60,50,50,70,50,70,50
"1432",60,60,60,30,60,0,100,50,15,50,85,60,85,85,40,15,60,70,40,85,40,40,30,60,40,100,85,85,70,15,85,15
"1433",51,51,51,51,53,62,2,7,8,52,3,54,68,16,96,70,55,60,31,64,65,98,10,61,84,66,86,28,53,86,93,40
"1436",85,85,85,70,85,91,0,15,30,100,3,15,100,15,94,88,60,100,15,18,39,50,0,15,70,100,85,0,91,50,100,41
"1437",77,90,96,55,90,90,0,50,15,90,15,50,50,0,50,90,60,70,30,0,15,70,15,50,70,50,50,0,15,70,78,50
"1438",84,85,84,92,84,69,30,60,50,60,50,50,70,50,50,50,70,85,50,60,60,50,50,50,50,100,85,30,70,50,50,0
"1439",60,60,60,60,60,60,0,50,0,50,60,50,50,50,50,50,50,50,50,50,50,50,50,40,50,50,50,50,50,50,50,40
"1440",77,77,83,75,93,59,85,75,68,69,70,79,72,67,38,54,78,73,60,79,72,50,78,44,56,64,84,50,93,40,69,67
"1441",50,50,50,40,60,1,41,50,50,50,62,72,50,16,50,16,16,50,41,30,50,79,1,50,40,41,50,16,70,51,78,15
"1443",97,98,97,40,95,2,66,60,51,0,86,50,85,51,51,50,99,50,50,70,50,52,50,51,51,84,51,51,97,51,99,41
"1444",50,61,50,41,50,31,1,56,51,51,45,50,71,16,46,46,42,50,51,41,61,51,40,50,45,56,51,16,85,50,71,51
"1446",100,100,100,95,100,41,61,1,1,50,0,78,90,16,66,61,61,86,91,85,100,85,71,85,90,91,85,15,75,85,100,66
"1447",59,100,85,41,62,60,0,0,50,30,0,50,85,70,60,60,50,60,50,30,60,50,50,30,50,100,85,15,60,50,60,85
"1452",70,70,70,50,70,86,41,60,51,70,61,50,72,70,51,71,61,71,71,42,61,50,60,61,40,99,69,51,51,51,61,60
"1453",50,70,55,60,59,50,15,70,0,50,50,50,87,50,30,60,67,70,70,50,40,76,46,50,50,55,50,50,70,50,50,68
"1455",50,50,50,51,50,11,69,11,7,9,71,71,92,85,85,30,31,88,85,86,61,85,25,84,84,97,84,51,99,85,85,50
"1456",50,50,50,50,50,40,0,30,30,15,30,60,50,15,70,15,85,85,85,60,30,50,15,15,50,50,50,85,0,70,20,50
"1457",75,60,50,30,60,15,70,50,50,40,90,85,35,85,50,5,40,60,75,90,60,40,55,50,60,95,70,60,90,40,60,0
"1461",40,50,60,3,71,1,85,52,51,44,86,51,52,41,18,3,31,52,62,85,41,52,41,74,34,42,52,87,86,50,84,3
"1462",80,90,75,90,50,75,25,50,35,50,50,35,75,65,65,70,85,65,45,35,40,100,35,25,100,55,88,25,65,100,100,85
"1463",52,32,28,0,99,0,75,12,49,0,83,49,1,1,1,1,96,51,41,70,17,51,15,74,0,51,53,2,83,0,98,0
"1465",52,51,52,51,50,88,0,70,66,69,1,30,42,2,100,85,60,84,40,42,85,100,30,51,100,51,100,9,86,90,99,71
"1467",50,50,51,51,51,97,3,4,2,100,1,51,40,2,99,99,98,60,43,16,71,99,2,52,99,40,99,1,99,98,99,99
"1468",85,86,86,47,85,60,64,49,40,50,55,62,85,85,85,65,85,85,70,60,85,85,85,60,85,91,88,78,85,82,89,90
"1469",60,70,70,70,70,0,60,50,50,50,85,50,50,85,30,40,50,50,15,30,15,70,15,50,70,85,70,50,15,70,15,15
"1470",86,84,86,50,86,0,100,50,50,15,100,99,40,100,50,39,39,99,39,99,87,59,52,50,51,100,100,99,99,50,51,30
"1471",92,92,92,23,89,2,85,1,2,0,100,70,31,50,50,50,50,85,70,86,50,50,60,50,25,85,70,50,90,50,50,0
"1474",39,56,64,40,87,98,32,50,85,52,52,50,52,5,77,88,90,58,24,10,52,73,51,28,32,71,73,49,38,79,100,16
"1475",100,100,100,80,100,85,15,50,50,85,40,60,100,70,100,85,85,100,100,85,100,100,85,85,85,100,100,60,100,85,100,100
"1477",70,85,90,0,99,0,100,0,0,100,99,100,100,85,0,0,60,70,100,100,50,0,85,100,0,100,100,85,100,0,85,0
"1478",100,70,85,60,85,60,85,30,15,30,85,70,85,70,70,50,60,85,50,85,70,85,40,85,70,85,85,70,85,85,70,50
"1479",100,100,100,70,100,85,0,70,50,70,3,50,85,30,70,70,40,60,40,15,85,100,40,50,70,70,70,30,100,70,85,70
"1480",85,85,60,84,84,44,51,51,33,51,46,53,72,31,39,42,67,51,52,58,62,78,29,49,49,23,49,47,72,68,85,35
"1482",85,85,85,85,85,15,70,50,50,40,70,60,70,50,60,60,15,85,70,85,60,50,60,70,50,100,85,60,85,50,85,70
"1483",50,50,50,50,50,30,40,70,50,50,40,70,85,40,50,40,50,70,40,60,70,70,60,70,50,85,70,40,70,50,70,30
"1487",60,60,60,75,60,90,0,48,55,58,0,50,80,2,100,90,90,95,10,30,80,90,45,15,85,60,85,10,75,90,100,90
"1488",50,50,40,50,50,40,0,30,15,50,15,40,60,30,60,40,50,60,30,40,50,60,30,50,50,60,60,0,60,50,85,50
"1490",70,70,70,84,50,98,0,2,39,50,0,27,39,0,100,84,69,72,39,4,56,95,37,25,76,4,86,3,51,100,100,86
"1493",71,85,86,41,85,15,15,42,32,41,86,99,100,75,41,41,24,85,61,61,71,71,62,61,71,100,90,41,86,41,86,62
"1494",100,100,100,4,100,0,100,15,40,0,100,0,60,60,15,0,30,100,85,85,15,50,30,50,40,100,70,70,100,40,70,15
"1496",50,50,50,0,85,0,85,50,50,0,100,70,50,85,0,0,30,50,85,100,40,0,70,50,50,100,50,50,100,0,85,0
"1497",70,70,70,70,70,61,1,40,51,91,1,58,84,0,60,72,76,92,62,40,83,93,1,87,71,16,85,0,40,93,99,71
"1498",50,50,50,40,50,100,0,50,50,100,0,50,85,50,100,50,50,50,50,0,50,50,15,50,50,50,100,0,100,50,50,50
"1500",85,85,85,70,85,85,0,50,50,85,0,50,75,96,85,90,50,100,50,80,90,95,60,86,95,100,95,50,70,90,50,85
"1507",84,95,82,46,69,76,0,5,65,50,53,67,3,70,67,62,85,51,51,56,57,38,45,51,62,60,53,83,81,46,86,57
"1509",85,70,85,0,85,15,70,50,40,40,70,60,70,70,50,15,50,85,40,60,40,70,15,50,60,85,85,85,85,40,100,0
"1512",60,60,60,10,60,15,70,60,0,30,90,80,40,80,10,25,10,60,70,80,75,40,25,80,40,60,60,40,85,50,55,5
"1515",70,70,70,15,85,17,85,30,30,15,85,50,100,30,50,30,50,50,30,85,70,50,70,50,50,60,85,50,85,50,50,15
"1516",85,85,85,50,85,85,0,50,50,85,30,85,70,15,85,85,85,85,70,70,85,85,30,50,85,85,85,15,85,85,85,70
"1517",50,50,50,15,60,0,85,50,50,50,85,85,100,60,40,40,60,70,40,40,70,50,60,50,40,85,70,40,85,40,60,15
"1519",51,100,60,50,40,100,1,50,51,60,0,40,100,0,100,100,51,100,41,0,41,100,0,50,50,30,100,0,50,100,100,100
"1520",100,100,100,40,100,100,0,50,70,85,0,50,100,85,100,60,85,100,85,85,86,70,71,85,70,100,97,51,70,40,100,100
"1521",88,88,89,88,88,85,15,31,62,71,17,52,99,51,88,88,92,91,32,87,74,96,17,91,90,91,91,42,79,95,93,76
"1523",85,70,50,40,85,15,85,50,50,50,100,70,85,60,50,50,50,60,70,85,70,70,50,70,40,100,85,60,85,50,50,0
"1525",99,99,98,41,99,41,41,51,41,61,71,52,62,51,52,50,63,61,60,42,98,60,51,53,50,99,61,50,97,50,62,51
"1527",100,100,100,62,100,14,88,51,51,50,100,50,86,61,41,31,29,100,41,100,62,1,60,83,52,100,85,85,100,1,84,1
"1529",24,50,88,23,91,86,42,80,61,51,80,56,34,43,46,50,42,32,58,88,82,50,80,33,14,86,13,54,66,71,60,73
"1530",71,60,61,51,60,62,1,53,53,70,29,62,70,15,51,57,41,61,52,42,44,50,30,60,49,53,51,5,60,50,60,53
"1531",92,80,70,40,95,75,0,55,60,90,1,50,100,7,89,86,50,77,46,0,70,70,15,52,60,71,85,0,100,60,70,0
"1533",80,100,100,50,100,60,45,50,50,50,50,50,50,60,100,90,80,100,100,75,100,100,40,100,100,100,100,80,100,100,100,90
"1537",50,98,50,50,51,98,2,85,50,50,1,51,50,50,73,51,51,50,50,51,1,51,7,50,52,50,50,51,50,50,97,51
"1540",100,100,100,50,100,15,85,60,60,15,85,70,85,70,60,60,85,70,40,85,70,50,70,70,40,100,60,70,85,50,40,85
"1541",50,50,50,35,50,3,99,50,51,52,100,99,99,51,70,51,51,77,69,85,85,50,39,60,50,99,51,51,100,51,98,97
"1542",50,50,80,50,50,95,15,49,50,77,50,47,84,49,60,51,51,60,62,48,48,91,50,49,71,83,49,51,23,95,66,100
"1543",70,63,70,50,100,70,85,50,70,50,70,85,100,85,50,50,70,100,70,70,100,50,85,60,15,100,70,85,100,50,100,60
"1544",100,50,52,50,100,100,0,30,51,70,0,52,100,0,50,100,85,70,15,42,85,60,51,31,50,60,85,50,51,60,86,52
"1546",85,60,61,22,86,0,70,50,50,51,100,50,86,100,32,1,59,68,69,99,75,0,85,60,86,99,100,1,100,0,99,40
"1547",86,81,70,40,83,85,1,17,59,74,3,50,92,14,98,85,61,81,72,39,68,72,38,71,62,59,79,38,98,63,92,6
"1549",51,60,48,43,50,0,2,0,53,15,0,16,49,83,49,0,85,96,51,84,40,60,51,52,1,84,98,60,99,40,94,29
"1552",50,51,50,31,51,17,31,1,16,17,31,31,60,50,41,41,40,61,49,50,50,50,49,30,40,50,50,50,50,32,51,50
"1554",15,32,35,37,82,10,12,24,7,17,10,24,83,30,67,54,60,21,53,60,40,62,40,17,63,59,73,29,82,70,58,33
"1556",70,50,51,1,70,1,60,31,60,40,41,50,40,1,15,30,32,70,30,40,48,1,14,45,1,39,41,71,15,1,84,1
"1560",70,72,70,3,86,15,70,30,50,15,100,50,85,70,40,70,30,100,100,100,60,60,60,85,70,100,85,100,100,50,85,15
"1561",100,100,100,60,85,100,15,50,70,80,30,50,80,50,100,50,100,85,40,50,40,85,50,70,70,60,70,15,70,70,100,50
"1562",60,60,60,60,60,68,51,42,52,50,42,42,45,74,52,57,49,61,48,61,64,23,53,50,100,86,58,52,71,49,88,50
"1564",70,60,70,30,85,15,70,15,50,15,100,60,70,60,15,40,15,85,50,70,60,50,60,50,50,85,50,60,100,40,85,0
"1567",50,50,50,50,100,30,100,50,50,30,100,70,85,50,50,40,85,50,50,50,85,50,50,50,50,100,50,50,100,0,50,0
"1569",50,50,50,50,50,40,40,50,50,70,70,85,85,50,50,50,50,50,40,50,85,50,50,50,50,50,50,30,70,70,50,50
"1570",70,60,70,30,70,40,0,50,50,50,15,50,50,40,100,85,70,50,30,50,60,85,70,50,70,50,70,50,70,70,85,70
"1571",85,85,85,30,85,0,85,0,60,0,85,60,70,60,60,30,60,60,40,60,40,60,30,70,40,85,100,60,85,50,40,30
"1572",50,0,50,50,50,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,50,50,70,50,50,50
"1574",60,70,70,15,85,60,0,50,50,50,50,50,60,60,60,50,70,82,30,50,70,70,60,30,60,60,60,50,85,70,70,70
"1575",72,70,80,60,80,15,80,68,16,60,93,84,80,70,71,62,76,94,75,74,61,100,57,85,87,98,100,80,85,85,86,40
"1578",50,15,50,0,50,0,95,15,50,0,85,30,0,0,0,0,30,50,15,78,40,85,15,50,50,15,15,85,85,85,100,0
"1579",50,100,100,50,100,0,8,0,10,0,7,8,2,0,5,0,0,5,5,5,6,8,7,8,5,5,8,5,9,0,10,0
"1581",100,100,100,100,100,86,2,50,99,51,16,50,50,51,51,31,75,100,30,40,31,51,31,0,85,86,85,0,1,85,100,100
"1582",50,40,10,0,50,0,80,5,20,0,100,75,5,100,50,0,50,90,80,90,50,0,15,75,12,100,100,50,95,0,60,0
"1584",50,60,60,50,50,50,30,50,50,70,70,70,70,50,50,60,60,60,15,40,70,50,40,40,50,70,70,50,60,30,50,15
"1585",99,94,98,58,99,100,1,6,52,48,29,50,80,54,82,65,52,71,31,72,63,72,25,16,66,86,81,4,87,84,77,50
"1586",56,78,54,0,53,1,83,25,41,8,96,34,10,95,25,4,10,57,67,76,35,4,10,47,7,92,64,68,80,7,49,51
"1589",85,85,85,40,85,50,50,70,50,50,30,50,100,15,60,40,40,70,40,40,50,100,50,60,60,85,100,0,70,100,100,40
"1590",50,60,50,60,65,30,15,15,51,50,39,71,99,28,41,39,11,51,39,56,16,55,13,50,41,69,58,14,70,40,90,60
"1591",49,51,99,50,52,85,40,50,50,70,40,50,85,70,85,85,60,100,40,60,40,50,30,50,70,100,85,0,70,50,85,70
"1592",0,0,0,0,0,0,100,0,50,0,100,0,100,100,0,0,0,0,0,100,52,0,0,0,0,100,100,100,100,0,0,0
"1594",94,94,94,51,92,97,0,79,51,94,0,50,70,0,97,94,82,60,19,10,74,98,0,30,98,64,97,0,94,96,100,98
"1599",60,30,70,15,85,40,60,30,50,15,85,40,0,60,30,60,60,85,40,60,40,15,30,50,30,100,50,15,85,15,50,50
"1602",52,52,51,15,50,71,3,49,51,51,50,51,51,59,51,50,50,72,1,50,50,0,50,2,0,100,52,50,71,51,40,51
"1603",86,72,71,42,85,31,35,41,43,73,59,51,87,41,46,73,65,75,32,74,72,86,19,18,48,61,62,42,71,80,98,44
"1604",85,60,70,30,100,40,85,30,50,50,100,60,100,85,100,30,50,100,100,100,100,0,85,100,60,100,100,50,70,0,100,60
